tweet,predicted_labels
show source modi said deposit lakhall said amount black money bought everyone get,Negative
first things first smrita prakash asked genuine questions isnt pluable modi used pcs get return bashings lutyens media reason lying havent found yet,Possitive
balakot air strike missed intended targets suggests new satellite imagery despite modi govt claiming killed large number terrorists newly available highresolution satellite images show visible damage buildings targetted,Possitive
aapki itni jal kyu rahi hai agar nehru banaye unka job modi banaye unka btw mentioned nehru indias st didnt anyone rss jansangh became indias st sorry forgot aap logon janta vote nahi karti thi,Negative
tweet makes perfect sense centralization happening something happens modi wants othwr opinions dont matter rbi advised demonetization modi went ahead many people resigned removed bureaucracy,Possitive
expecting modi blind haters agree point like expecting pakis behave like terrorists,Negative
movie based life set release called narendra modi pick better title,Possitive
see opposition modi know amount spent congress advt google many bills opposed congress last yrs,Negative
rahul twitter happy theatre day modiji modi rallyi doubt opposition leader rahulyeh desh modi muje serious kyun nhi lete,Possitive
india shoots satellite declares self space power,Negative
todays time important leaders say meibhiimaandaar rather watchman citizens vry well know modi rahul targeting uneducated voters fool get votes,Possitive
please tell modi asked afraid muslims even indirectly guys cannot keep getting away nonsense,Negative
modi consulting anybody india dreaming sir ultimate authority india others consult way round,Negative
sir beaware trand change muslim voters bjp beaware might loos jay hind muslim change muslim nownot voting congres coming bjp modi modi,Negative
daily major issues could interfered sooner big mess busy chanting modi name promoting last month see money interfere follow masters order,Possitive
hope birth achievement parents also like one daily sunrise ask,Negative
dont know survey bengali friends asked modi almost policies,Negative
rather naive larger majority wants modi sarkar rest sulk complaint comment twitter frustrate,Possitive
seeks comments makers modis biopic,Negative
one modi hater talking another result blah blah blah,Negative
nicely explained language common people understands ensure every spokesmanleaderkaryakartacandidate reads news report communicates distortion,Possitive
sir battle mahabharata one neutral side one feel better nda modi mahagatbandhan aspirants nota option vote decisively,Possitive
well credit goes nehrus father standing night,Negative
rahul gandhis case anyone listens speechanyone conclude inability talk due moral intellectual bankruptcymoreover citizens india smart enough judge intellect modithough mms man honour rubber stamp,Possitive
tell idiot modi prove anti national court law challange,Negative
wonder nothing front come field speak rally,Negative
world count upon one leader world honble modi,Negative
modified india modi,Negative
mean theres hope people always knew slightly hesitant speak glad come open expose,Negative
rollindia must leaders like modi pet projects progress report,Negative
people join shout vote modi closer towards victory modi pushed newton rd law works everywhere,Negative
